Reviewer,Rating,Date,Review
Kilvin Ang,1,7/2/2020 10:36,Kupon redeem ga guna. Habis redeem ke bk batam harmoni Katanya belum ada fiturnya Jadi appnya buat apa ?
vincent valefor,5,7/2/2020 4:38,keren euy
Ve Pratama,1,7/1/2020 7:59,OTP gak masuk2.. aplikasi jelek banget
Pumpun Nizzi,2,7/1/2020 6:10,"Halo, saya baru menginstal dan mencoba untuk mendaftar dengan nomor telepon namun kode OTP tidak kunjung datang walau sudah saya kirim ulang beberapa kali. Kepada tim, mohon bantuannya."
Roufan,1,6/29/2020 3:26,"How the hell on earth this app decided to place my order in mall that open at 10 am when I made order on 8 am? It's even more stupid to think in my place, there's a 4 friggin BK outlet under 5km distance and some of them are 24 hours open. To make it sounds more ridiculous, my order was cancelled too after 2 hours of ordering without being processed while my phone number is on (so there's no argument they're cannot contact me)."
Binsar Dana,1,6/27/2020 14:18,Cant send food....
Ali Gerdi,1,6/27/2020 10:31,Bad service
Gussurya Brahma,1,6/26/2020 5:01,U need 75.000 not 10.000
Jabbar Nendra,1,6/24/2020 11:55,Ngasih promo kok minimal ada minimal transakso
Yesica Wysan,3,6/23/2020 5:32,"Jadi begini, ini saya install karena ada promo nya bilang untuk pembelian pertama burger seharga 35rb jadi 10rb, mau deh saya install buat beli itu 1 burger aja, pas sy install dan mo order, ternyata minim beli harus 75rb dulu, yg brarti harus beli 5 buah (kejanggalan 2 : di iklan harganya 35rb, d apps 15rb, brarti harus beli 5) lalu burger k 6 yg diskon sisa 10rb, tbh ini bukan good deal buat aku karena aku cuma mau 1 aja buat diri sendiri, karena sy rasa g worth, mendingan diunistall aja"
Almas Fariz Atsiruddin,1,6/22/2020 15:03,Only for Jakarta? Saya di surabaya tapi gak bisa order. Lah ngapain iklan nya nongol di IG Saya? Kan ada preferensi lokasi sebelum publish iklan ya. Uninstalled.
Gurcharan Singh,5,6/22/2020 9:56,Good
Hadi Kurnia,1,6/19/2020 4:52,Useless
Naga Ajee,5,6/18/2020 7:46,Its really nice one......its very easy to find the burger king offers and give the order
Sondag Stefanus,1,6/16/2020 11:50,Percuma install. Ga bs kirim ke rumah krn lokasi tidak terjangkau. Lalu apa manfaatnya aplikasi ini jika fungsinya cuma order untuk dikirim
Satria Wikramaditya,1,6/16/2020 10:47,Meh..
Stepanus Hasiando,1,6/13/2020 13:05,"Uda cape2 ngumpulin crown, ga bisa ditukar dengan alasan nomor ga terdafta. Yang bikin aplikasinya mending do pecat aja bos"
Forum Mongol Indonesia,1,6/12/2020 19:07,Tidak sesuai dengan yang dijanjikan.
JayaHere,1,6/11/2020 13:00,Gak bisa order delievery ke rumah padahal sebelumnya bisa
zobbi maulana,1,6/10/2020 0:47,WtFFF to this app!
novita k,1,6/9/2020 6:49,"Its an apps, but when you swipe contact on menu, its a jpeg page,explains channels to reach out, OMG! Anyway, im going 2 delete it since its useless. Thought, I could place order thru app. Its confusing, when I put order by phone, my address is within their nearest resto'. But when I use apps or web, there's no resto' nears me. Seems the apps & web use the same source 4 store location. Which i dont no when they do d latest update (stores near me still not in d list though its been 5 y or so)."
Joseph Andreanus,3,6/9/2020 5:12,Just need some more payment option and live-tracking feature for orders
Satrio Budi Dharmawan,1,6/8/2020 11:54,"This is not for the app, but the delivery service. The plastik bag is not tied with cable ties. The delivery person doesn't wear any BK outfits. So, how do you know if he tampered with the packages on the way? Moreover in this pandemic, not closing the package(plastic bag) is a big NO! Your delivery is using a motorbike not a car,"
Malvin Adinoegroho,1,6/7/2020 14:02,Cannot deliver
Erwin Setiawan,1,6/4/2020 0:37,Info mengenai aplikasi disebar2kan dengan luas namun pelayanan tidak siap. Tidak bisa delivery.
Inka Faulkwell,1,6/3/2020 12:22,Saya mau pesan makana ajah susah sekali . Tolong lebih di tingkatkan pelayanan aplikasinya lagi yah biar konsumen tidak kecewa.
Nisa,1,6/2/2020 9:06,Tidak bisa dipakai di Serang.
Guitaran Channel,2,6/2/2020 6:17,Barusan pesan pakai apps ....Pembayaran belum bisa pakai voucher MAP. Padahal kalau di counternya bisa pakai map. Kalah sama pizza d#min#s...mereka bisa pakai map dioutlet dan delivery
Irwandi Nasution,1,5/30/2020 14:30,Oke fix. Aplikasi ga berguna. Reward gue yang dah 36. Make kalatog 7 yg butuh 35 reward ga bs dipake entah alasan error.. percuma pake aplikasi mending pake OJOL. dpt point / diskon jelas. Btw. Gue tuker rewardnya di BK RANCHO jakarta selatan. Tgl 30 mei 2020 jam 21:32
Suryanto,2,5/29/2020 12:26,"Kecewa...Aplikasi sih ok... Tapi servicenya... Kalau memang belum ada pegawai yg bisa kirim, MOHON makanannya sediakan lagi yg fresh... Masa float, es krimnya sudah larut, kentang dingin... Janji 30-60 menit, baru sampai 1,5 jam.... Kalau gak mampu menyediakan layanan delivery secara profesional, jangan sediakan layanan delivery, minimal tolak pesanan untuk jam2 yg tidak dapat terlayani dengan baik. "
Ridwan Fauzan,1,5/29/2020 12:00,"Katanya delivery tapi jauh dikit ga bisa order, payah."
Efran Adiyatma,1,5/29/2020 12:00,Tidak bisa delivery jarak beda 10m
Rinny Firman,1,5/29/2020 9:11,Bad app. Uninstalled.
Rzl Rzl,1,5/29/2020 0:47,"Download krn ada promo telkomsel free cheese burger + free delivery dgn min belanja 40K. Pas di aplikasi ternyata ga bs 40K, hrs 75K minimal. Aplikasi jg lambat. Congrats deh pranknya...."
A Sousa,1,5/28/2020 10:33,"Didn't collect points or coupons from my orders, none of the advertised special work. Better to just use Ovo or GoFood"
Dodik Irawan,4,5/28/2020 8:57,food delivery app
Vladirmir Putin president,4,5/28/2020 5:36,Dapat voucher PUBG.tapi vouchernya ga bisa di gunakan kenapa ya kak?
Reynard Y,1,5/27/2020 4:54,"Tulisannya 10k promo, dibuka gabisa, mana lemot, uninstal aja, yg blm instal jngn instal"
Avianto Santoso,1,5/27/2020 2:03,"Bayar pake dana , langsung statusnya delivered padahal belum dikirim , aneh"
lowongan kurir,1,5/26/2020 12:57,Pesanan gantung. Kacau!
Fahri Haris,1,5/26/2020 10:14,Dibagian my cart(keranjangku) untuk check out pesanan tidak bisa sama sekali sudah di tunggu 40 menit masih saja loading padahal saya nonton youtube FullHD ga buffering
Rico Ardiansyah,1,5/26/2020 4:39,Ga bisa order. Lokasinya deket outletnya pun ga bisa
mulia akbar,5,5/25/2020 21:54,Burger lover
Eka Putuasduki,1,5/25/2020 11:47,Very bad integrated apps with call center nor outlets order
Eurovan Java,1,5/25/2020 11:29,"KALAU GAK NIAT BIKIN PROMO DI APLIKASI GAUSAH DI PUBLISH. Saya mau pesen promo dari rumah gak bisa. Langsung datang ke Burger King, order dari parkiran gak bisa juga pesan malah dioper ke GoFood sama GrabFood (???) Ditanya ke pegawai didalam restoran ""Gak Tau Kak, Lagi Error kayaknya"". Tutup aja tutup. Akhirnya saya coba via DriveThru, petugas bilang error, tapi untungnya mereka tetap mau ambil orderan saya walaupun gabisa checkout di aplikasi. Thanks to BurgerKing Cibubur. Screw this BK APP"
Gypsea Whitesmith,1,5/25/2020 11:10,"GPS yg ada di Aplikasi tidak Bekerja, Tidak Mencakup Area apapun di Wilayah sekitar Denpasar. Bahkan, di sebelah Outletnya pun tidak bisa."
Aldy Hidajat,1,5/25/2020 10:00,"Pengalaman buruk, pertama kali order delivery BK dan mgkn akan jadi yg terakhir. Dari create order ke confirm butuh waktu 30min, dari confirm ke dispatch >90min, dari dispatch sampai tiba >30min. Jadi setidaknya butuh waktu 2h30m utk pesanan tiba. Kalo belum siap utk provide delivery service, ga usah sok2an deh. Malah kapok dan mungkin gakan order lagi."
Dirvahel (st3r),1,5/25/2020 8:24,The app is so slow I can't even press order to buy my food
Muhammad Humam Satrio,1,5/25/2020 7:20,"Proses lama (2 jam lebih untuk jarak 3km), tidak gampang dihibungi (jarang dijawab)"
Rezca Syam,1,5/24/2020 18:54,2 hours delivery. 15 minutes distance.
Naufal F,1,5/24/2020 13:18,"Gabisa pesen, padahal outlet terdekat jaraknya cuman 2.6 km dan saya di Jakarta"
Michael Gabriel,1,5/24/2020 12:07,"Tolong update kasih ke pelanggan no pengiriman kurirnya bos biar bisa dilacak orangnya dimana.. masa iya order sampe nunggu 3 jam.. what a trash app! Belum nerima makanannya udah disms bilang ""pesanan telah sampai. Blablabla"".. unik sekali"
Anggoro Agung S,1,5/24/2020 6:58,"Katanya promo gratis ongkir min pembelian 75rb lewat app. Eh uda donlot di suruhnya malah pesen lewat gojek sama grab, dan di 2 app ini promo tidak berlaku. Gini amat s3 marketing"
Joshen Adams,1,5/24/2020 4:07,"Udh masukin nomor, ehhh kode otpnya tidak dikirim "
Laurens Wijaya,1,5/24/2020 3:54,"Ini aneh nih. Di mytelkomsel ada redeem poin yg dpt digunakan sampe 7 juni 2020 dg min. Order 40rb dan free delivery. Tp di aplikasinya minimum ordernya 75rb. Jika di bawah order 75rb gak bs lanjut ke proses bayar trs kode dr mytelkomsel jg ga bs dipake jadinya di appsnya. Jd yg di telkomsel poin uda ga berlaku atau gmn. Klo emang gak berlaku, tp setidaknya utk order di bwh 75rb juga hrs bs diproses walau gak bebas ongkir."
FIRE MAN 39,1,5/23/2020 11:21,"Apa orderan dari aplikasi langsung di print atau diketik ulang? Untuk menghindari kesalahan, orderan dari app tidak perlu diketik ulang. Barusan saya pesan ada kesalahan tagihan. Beli 1 paket tapi dihitung 2 paket. Saya harus bayar double dan makanan yang saya terima hanya 1 paket. Burger King Kota Wisata."
Dimas Windrawan,5,5/22/2020 22:35,Good Apps
Damian Setiawan,1,5/22/2020 11:02,"Sore ini order, bayar pake Dana. Begitu pembayaran berhasil, eh dapat sms dari BK katanya: we're sorry we can't process your order now. Dan statusnya cancelled. Lah trus ini duit saya gimana?? Gak ada refund juga. Mau gampang jadi susah. Tolong ini saya minta di urus masalah saya"
Riska Dewi Barus,2,5/22/2020 6:59,Cant redeem tsel coupon 
Rully Kurniawan,1,5/21/2020 13:38,Aplikasi gajelas gw order tapi orderan gw gaib bgst
Bintang Syafrian,3,5/21/2020 13:03,"The food I received is already cold, and took 2 hours to deliver my food. Btw it's only 2km from bk to my house."
Theresia Candra,1,5/21/2020 12:36,"Tulis pesan di note : - minta saus tomat ga dikasih, saus sambal pun juga tidak. - sudah bayar juga ditanya lagi Jadi percuma kasih NOTE di aplikasi, ga dibaca, pesanan juga 2 jam baru sampai."
yudistira,1,5/20/2020 9:24,Tidak bisa order melalui app ini
Gilford Verron Kam,1,5/20/2020 7:45,very laggy app
Juliady Tanjaya,2,5/19/2020 13:10,Liat iklan burger king promo lsg install. Abis Order ga lama ditelpon ga bisa delivery alasan ga ke cover. Padahal jarak di google map cuma 4.9 km 13 menit naik motor. AUTO UNINSTALL !!!
Nathanael,2,5/19/2020 7:31,"saya tidak ada masalah dengan applikasi, namun yang saya mau tegaskan itu service dari BK ini sendiri, servicenya lama sekali dan tidak bisa di sesuaikan lokasi outletnya dengan lokasi konsumen sehingga memakan waktu yang lama dalam pengantaran, jadinya makanannya udah dingin.(saya di bsd tapi outletnya di bintaro) kan kasihan bang kurirnya harus jauh-jauh, tolong diperhatikan lagi pekerjanya!! terimakasih, semoga service yang diberikan bisa lebih baik"
Yogi Pang,1,5/18/2020 10:18,"Apps not even working, klo bikin promo lewat app tp app gk bisa jalan buat apa geblek"
rinto ferdian,1,5/17/2020 5:41,Reward tidak diperoleh setelah transaksi. Aplikasi nggak mutu.
linda ferdyansyah,5,5/14/2020 7:54,manatp
Derry Hermansyah,1,5/12/2020 14:31,"Sorry to say, but this application isn't ready to use, it takes very long time to open just for 1 menu, bngsd!!"
donny lesmana,2,5/12/2020 7:15,"App nya lemot, halaman sudah terbuka tp nunggu images semua keluar lama banget. Ini web yg dibawa ke mobile app ya, bukan native mobile app"
Wahyu Dyatmika,1,5/11/2020 11:53,"Diskon chesseburger dari 30.000 jadi 10.000, tapi minimum pembelanjaan 75.000. Beli 8 siapa yang mau makan wahai tuan dan nyonyaaaaa"
Devina Putri,3,5/11/2020 7:17,"Pengirimannya lama banget. Saya pesan masa saya harus menunggu 1jam lebih buat pesanan saya. Begitu dtg sdh ga panas keburu dingin jadinya kurang enak, Kecepatan pengirimannya tolong ditingkatkan ya.."
Timotius Wibowo,1,5/10/2020 4:38,"Tidak bisa dipakai. Pernah dulu pakai app ini, sekarang install baru hanya bisa register baru. Pas masukin email dibilang sudah terpakai. Trus mau gimana masuknya? Memang sudah pernah register. Tidak ada tempat untuk login. Hanya register. App yang ngga masuk akal."
Oswald Bryan Sihar,2,5/9/2020 22:12,"Hello BurgerKing Indonesia. I've downloaded this app, but everytime I want to start by entering mobile phone number it becomes to ""Unable to connect to the internet. Please check your internet connectivity"". Please fix this soon. Thankyou"
Nur Putri Hidayati,2,5/9/2020 9:36,"Minimum ordernya terlalu besar, jadi gaada gunanya pake aplikasi ini, mending pakai gofood atau grabfood"
Nancy Natalia,1,5/9/2020 6:32,Pelayanan sangat buruk sekali
ady saputra,5,5/9/2020 6:25,Good apo
Farhan,2,5/7/2020 9:50,Ga bisa diantar ke wilayah saya padahal kalu di telpon lgs bisa
Arya Sedana,1,5/7/2020 5:55,Useless
ade syabrina,1,5/5/2020 13:37,Gabisa order loading terus di halaman cart nya
Dominic Yehdeya,5,5/5/2020 9:14,Good
Simsumitro Andrea,2,5/4/2020 13:29,"Couldn't order, even from nearest outlet"
Adetya Nopiansyah,1,5/3/2020 7:28,"Bad app -,- lelet kebangetan."
eko sakapurnama,1,5/1/2020 8:15,Order di apps dan di counter beda.
Unaqa Zahra,2,5/1/2020 8:12,"it takes too long for only open 1 menu/feature, and my phone lagged everytime I try to order. If your system isn't ready, don't launch too early. you disappoint your customer by giving this useless apps."
Andre Romio,1,4/30/2020 10:39,"Aplikasi sering ngadat, respon CS sangat lambat."
david khoe,1,4/30/2020 10:20,"Lama..ga di accept orderannya..di tlp ga diangkat"".. mending hapus aja"
Aruba Hachigatsu,1,4/30/2020 9:14,"Gabisa pesen, loading doang"
DJ Laksmana,1,4/30/2020 9:07,"Percuma ada appnya kalo promo pake appnya gk becus buat delivery karena jarak tdk sampai, pelayanan yg sangat tidak memuaskan sama sekali, kalau memang tidak becus utk melakukan delivery tdk usah nawarin promo supaya memesan lewat appnya kalau ujung-ujungnya PHP!!"
shinta ayuda,1,4/29/2020 10:33,"Lemot banget, ga kebuka2"
Papi Cetar,1,4/28/2020 11:57,"Sudah masukin no hp, sudah di sms otp, tapi ga jalan masih nunggu otp.... Aneh"
Jo Arpan,1,4/28/2020 8:55,Sumpah lemot banget appsnya
A Google user,1,4/28/2020 4:38,Lemot parah
A Google user,1,4/27/2020 4:00,"Aplikaso plg luar biasa, pengiriman makanan dalam waktu 1 jam masih belum sampai k tujuan, luar biasa"
A Google user,1,4/25/2020 12:42,"loadingnya lemot banget, jaringan udah pakai 4G, tolong diperbaiki"
A Google user,1,4/25/2020 8:36,Pengirimannya gak jelas. Pembelian disuruh pilih lokasi tp tdk conect dgn driver. Gak punya GPS dan driver sok tau jd salah alamat. Mending pke ojol.
A Google user,1,4/24/2020 8:49,Unprofessional Apps and. Waiting verification code until 5 times....better use the competitor's
A Google user,1,4/23/2020 15:15,sangat tidak konsisten dengan apa yang ditawarkan dan apa yang di sediakan .
A Google user,1,4/23/2020 14:47,"Tolong banget diperbaiki untuk status pemesanannya. Saya pesan, sudah diproses, tinggal pengiriman ke alamat saja. Barang belum sampai ke saya tapi dapat sms seolah saya sudah terima pesanan saya. Lah saya belum terima, untung saya telpon pihak restorannya. Mana diaplikasi tidak ada live tracking. Bisa-bisa saya nunggu 1 jam lebih untuk pesanan saya kalau tidak saya telpon."
A Google user,1,4/23/2020 6:32,"Ga bisa dbuka sama sekali dah 2x instal, then uninstalled"
A Google user,5,4/22/2020 14:57,Super fastt
A Google user,1,4/22/2020 13:24,pesanan tidak pernah sampai dan transaksi diselesaikan. ini penipuan dan scam. menjijikan
A Google user,1,4/22/2020 9:12,"Order an saya dicancel tiba tiba oleh pihak BK melalui aplikasi, tanpa adanya pemberitahuan, yang seharusnya diupdate selalu oleh pihak Burger King. Saya membayar lewat Dana dan uang orderan saya baru dikembalikan 2x24 jam oleh BK. Saya harap pelayanan seperti ini tidak diteruskan, sangat mengecewakan"
A Google user,1,4/22/2020 8:52,"I ordered from the app and it took more than 1 hour for the outlet to respond. And then i get the notification that my order was delivered when i haven't get the order. I called contact center 4 times, and finaly my order arrived at almost 3 hours later. I already paid using DANA and they still ask me for payment. Sooo unprofessional. And the food are not in good condition"
A Google user,1,4/22/2020 7:14,"App is broken. SMS OTP keluar, tapi Aplikasi tidak menuju menu masukan Kode OTP"
A Google user,5,4/22/2020 1:44,Good app
A Google user,1,4/21/2020 8:41,"tidak ada fitur tracking, ETD, ETA"
A Google user,5,4/20/2020 18:23,Promonya jangan terlambat di update di apps
A Google user,1,4/20/2020 7:22,sudah order 1 jam tunggu ga dateng
A Google user,1,4/20/2020 6:14,"Apps gaje, lemot, ga intuitiv"
A Google user,2,4/19/2020 5:52,Apa emang harus minimal order 75k? Trus loadingnya lama
A Google user,1,4/18/2020 18:07,"Pelayanan BK Buah batu Bandung memuakan, di aplikasi disebutkan pesanan sdh sampai dan selamat menikmati, padahal pesanan 1.5 ditunggu tdk datang, ketika dintlp alasan alamat susah di cari padahal jarak Bk dan Rumah paling 6 KM. Parah pelayana nya"
A Google user,1,4/18/2020 0:13,"Goblok lu BK, error"
A Google user,1,4/17/2020 15:48,Dapat free cheese burger tapi free nya ketinggalan. Habis diantar eh gak ada kejunya. Di komplain bilangnya setelah putar CCTV ada kejunya. Tolong karyawannya diajak lebih profesional. Sangat mengecewakan sekali untuk sekelas Burger King.
A Google user,1,4/17/2020 14:00,"Paraaah baru pertama install pas order nunggu 1 jam belum di proses, pas di tlp katanya gak ada di sistem, di apps gak bisa milih toko yg lebih deket, gak ada menu chat, tlp operator disuruh kontak ke tokonya ribet lah. Please fix it asap!!"
A Google user,1,4/17/2020 12:12,"Can't open the app,even received SMS code.Please fix it"
A Google user,1,4/17/2020 8:38,"Keep crashing when open it, i don't know how to fix this"
A Google user,1,4/17/2020 7:22,Iklan2 ga sesuai sm promo yg di app... Bohongan promonya
A Google user,1,4/16/2020 9:43,"Saya memesan makanan, sudah saya bayar menggunakan Dana, tapi sudah berjam2 tidak diproses juga makanannya. Keburu mati kelaparan"
A Google user,1,4/16/2020 3:32,Ga ada otp nya
A Google user,1,4/16/2020 3:22,Daftar aja susah.. udah resend OTP berkali� gk dapet� sms OTP nya.. cari developer yang lebih jago lah..
A Google user,1,4/12/2020 11:15,"Saya order dan pas di tlp dari store BK nya, pesananya bisa nambah dan total nya juga jadi nambah. Ini gimana ya app nya ke-link ga sih sama store??? Terus dari storenya udh nge-check pesanan sudah sampai, padahal baru aja nutup telfon, ga akurat banget deh. Hadeuh mending pesen di Go-Jek atau Grab kalo tau gini. Sayang padahal tampilan app nya udh bagus. Tolong diperbaikin dan dikoordinarsi yg lbh baik ya"
A Google user,1,4/12/2020 5:06,Always failed when sending OTP
A Google user,2,4/10/2020 13:09,Mana? Katanya gratis cheeseburger... biar dapet data nomor telfon aja kah? Di klik banner dari line di apps ga muncul kelanjutannya... uninstalled...
A Google user,1,4/9/2020 16:20,"jelek bgt, order jam 9, didiemin sampe jam 11 br diproses orderannya, mana gk bs tombol cancel lg, jd hrs nunggu ditelpon dulu 2 jam kemudian baru bs blg kelamaan minta cancel"
A Google user,2,4/9/2020 12:13,Sudah dipakai 2x crown nya gadapet 2terus padahal udah di scan
A Google user,1,4/9/2020 10:18,"otp ga masuk2, diulang berkali2 juga. cape deh"
A Google user,2,3/27/2020 16:06,Can't receive the verification code even i re install the app
A Google user,1,3/23/2020 9:29,Saya kok gak bisa daftar pake nomor hp saya?
A Google user,1,3/16/2020 10:21,"Baru shake 1x mau claim kupon lama banget, nunggu 5 menit belum dapet, diclose terus buka appnya ulang, eh dibilang shake habis (harusnya masih ada 2x lagi)"
A Google user,1,3/15/2020 4:17,Process & Delivery takes so long. I waited for more than 45 minutes and still order is not process. Gofood or Grab is more reliable.
A Google user,1,2/18/2020 23:18,Biasa order pake ojek online pas nyoba pake aplikasi langsung kapok. Kok bisa beda orderannya kesalahan di aplikasi apa kurirnya ya. Di aplikasi order 2 menu yg dianterin 4 menu alhasil yg tadinya cuma 98ribu jadi 140 ribu.
A Google user,2,2/15/2020 6:13,"tolong karyawannya di kenalkan dengan aplikasi ini,karna order. karyawan masih menanyakan pembayaran mau cash or apa....... pdhl saya sdh paid.dan proses 1 jam lebih,dan saya harus tlp dlu ke call center. sesampainya pengantar pesanan,dia harus liat dlu bukti pembayaran.I think you should educate your employee how to used this aplication,and how the apps work"
A Google user,1,2/13/2020 14:46,Selalu force close pas lagi mau order...
A Google user,3,2/8/2020 9:37,Dapet kupon dari shake udah 2x gagal scan di kasir dengan alasan error dll. Data masuk tapi harga tetap sama dengan aslinya. Diperbaiki lagi sistemnya. Tks
A Google user,1,2/3/2020 5:20,"Saya benar-benar kecewa dengan prilaku yg dilakukan pelayan restoran di BK Salah satu mall, pengucapan yg kurang sopan saat bekerja Dan prilaku semena2 oleh pelayan restoran. Kemarin Ada masalah mengenai aplikasi katanya harus Ada pembeliaan min. 20rb yg pdhl diaturannya pun tidak tertulis, Coba Saya ukur dahulu sebelum memesan hingga mencapai limit 20rb lebih katanya masih harus Ada pesanan lagi, Karena pajak tidak dihitung, ini aplikasi atau maksa buat pakai promo agar Bayar lagi?"
A Google user,1,1/25/2020 9:52,Sudah belanja banyak tapi tak dapat crown :(
A Google user,1,1/22/2020 11:52,driver ojol kok gaboleh make
A Google user,5,1/18/2020 10:14,HAVE IT YOUR WAY! bring back the mighty quote
A Google user,1,1/14/2020 10:11,"Sudah order 1 jam lebih tidak ada kabar, sudah konfirm via tlp tiba tiba di batalkan."
A Google user,5,1/10/2020 9:01,Pesan jadi lebih gampang. Lumayan ada Gratis cheeseburger dan point untuk gratisan lainnya.
A Google user,1,1/10/2020 8:54,Saya mesen sudah 1 jam ga dateng katanya tunggu dikonfirmasi
A Google user,1,1/8/2020 12:24,"Keep telling me unable to connect, even on wifi or mobile data."
A Google user,5,1/7/2020 8:35,THIS is what we need. Hail to the King. Long live and burger.
A Google user,5,1/7/2020 8:08,Very fantastic Apps. Straighforward and Friendly. Will threat you as a KING!
A Google user,5,1/7/2020 7:15,Get your coupon!
